Subject Code,Subject Name,Course Code,Course Name,Course Description,Course Units,Prerequisites
MSC,Military Science (MSC),MSC 191,Special Studies in Military Science,"Intensive examination of one or more special problems in military science. Possible areas of study include leadership dimensions, principles of war, air-land battle imperatives, military strategy, the operational art and professional ethics.",2 units,"MSC 131, MSC 132A, MSC 132B, MSC 141, MSC 142, MSC 143"
MCB,Molecular & Cellular Biology (MCB),MCB 010,Introduction to Human Heredity,"Topics in human heredity and human gene structure and function, including the genetic basis of human development, causes of birth defects, mental retardation, genetic diseases, sexual determination, development, and behavior.",4 units,None
MCB,Molecular & Cellular Biology (MCB),MCB 023,"Biography of Cancer: Past, Present & Future","Historical account of the progression of cancer treatment, prevention, and human understanding of the biological basis of cancer. Past, present and future social implications of cancer treatment and prevention. May be taught abroad.",3 units,None
MCB,Molecular & Cellular Biology (MCB),MCB 099,Special Study,Special study.,1-5 units,Consent of instructor.
MCB,Molecular & Cellular Biology (MCB),MCB 110Y,iBioseminars in Cell & Molecular Biology,Hybrid course in Cellular & Molecular Biology for senior level (1) Biochemistry/Molecular Biology; (2) Genetics; or (3) Cell Biology majors. Face-to-face instruction combined with online lectures available at iBioseminars website delivered by leading researchers in Cellular & Molecular Biology.,3 units,"BIS 101, BIS 102, BIS 103, BIS 105, BIS 104"
MCB,Molecular & Cellular Biology (MCB),MCB 112,Communicating Research in the Biological Sciences,"Writing and communicating research concepts in the biological sciences for scientific audiences. Refining brief, informal, oral descriptions of research, writing documents required for graduate school applications, preparing conference posters, and drafting proposals for scientific fellowships.",3 units,Consent of instructor; open to students with senior status and currently involved in laboratory research.
MCB,Molecular & Cellular Biology (MCB),MCB 120,Molecular Biology & Biochemistry Laboratory Associated Lecture,Introduction to laboratory methods and procedures employed in studying molecular biology and biochemical processes. Lecture component for MCB 120L.,3 units,BIS 102
MCB,Molecular & Cellular Biology (MCB),MCB 120L,Molecular Biology & Biochemistry Laboratory,Introduction to laboratory methods and procedures employed in studying molecular biology and biochemical processes. Designed for students who need experience in use of molecular biology and biochemical techniques as research and analytical tools.,3 units,"BIS 102, MCB 120"
MCB,Molecular & Cellular Biology (MCB),MCB 121,Advanced Molecular Biology,"Structure, expression, and regulation of eukaryotic genes. Chromosome structure and replication; gene structure, transcription, and RNA processing; protein synthesis and translation control; development, immune system, and oncogenes.",3 units,"BIS 101, BIS 102, BIS 105, ABI 102, BIS 102, BIS 105, ABI 102"
MCB,Molecular & Cellular Biology (MCB),MCB 123,Behavior & Analysis of Enzyme & Receptor Systems,"Introduction to the principles of enzyme kinetics and receptor-ligand interactions with emphasis on metabolic regulation and data analysis. Topics include simultaneous equilibria, chemical and steady-state kinetics, allosteric enzymes, mulitreactant systems, enzyme assays, membrane transport and computer-assisted simulations and analyses.",3 units,BIS 103
MCB,Molecular & Cellular Biology (MCB),MCB 124,Macromolecular Structure & Function,In-depth investigation into protein and nucleic acid structure and thermodynamics and how these properties influence their biological functions. Key examples of important functional classes of these molecules are examined.,4 units,"BIS 102, BIS 101"
MCB,Molecular & Cellular Biology (MCB),MCB 126,Plant Biochemistry,"The biochemistry of important plant processes and metabolic pathways. Discussion of methods used to understand plant processes, including use of transgenic plants.",3 units,"BIS 103, BIS 105"
MCB,Molecular & Cellular Biology (MCB),MCB 138,Undergraduate Seminar in Biochemistry,Discussion of the historical developments of modern biochemistry or current major research problems.,1 unit,BIS 103
MCB,Molecular & Cellular Biology (MCB),MCB 139,Undergraduate Seminar in Biochemistry,Discussion of the historical developments of modern biochemistry or current major research problems.,2 units,BIS 103
MCB,Molecular & Cellular Biology (MCB),MCB 140,Cell Biology Laboratory Associated Lecture,Lectures illustrating the principles of cell biology with emphasis on light microscopy. Accompanies MCB 140L.,3 units,BIS 104
MCB,Molecular & Cellular Biology (MCB),MCB 140L,Cell Biology Laboratory,Exercises illustrating the principles of cell biology with emphasis on light microscopy.,5 units,BIS 104
MCB,Molecular & Cellular Biology (MCB),MCB 142,Advanced Cell Biology: Contractile & Motile Systems,"This version has ended; see updated course, below.Course Description: Advanced cell biology with emphasis on molecular, biophysical and cellular properties of contractile and motile systems.",4 units,"BIS 102, BIS 104, MAT 016B"
MCB,Molecular & Cellular Biology (MCB),MCB 143,Cell & Molecular Biophysics,"This version has ended; see updated course, below.Course Description: Physical chemical principles by which molecules form living, moving, reproducing cells. Physical nature of cytoplasm; molecular structure/bonding in macromolecules, macromolecular assemblies and protein machines. Physical techniques and modeling of cytoskeletal polymer-motor dynamics and function during intracellular transport, mitosis and motility.",3 units,"BIS 101, BIS 102, BIS 103, BIS 104"
MCB,Molecular & Cellular Biology (MCB),MCB 144,Mechanisms of Cell Division,"The molecules and mechanisms that allow eukaryotic cells to coordinate cell growth, DNA replication, segregation of chromosomes and cell division.",3 units,"BIS 101, BIS 102, BIS 104"
MCB,Molecular & Cellular Biology (MCB),MCB 145,Assembly & Function of Cell Signaling Machinery,"Molecular basis of cell signaling, including positioning of cellular machinery, components of various signaling pathways, and downstream effects of signaling on cell adhesion, cell differentiation, and programmed cell death.",3 units,"BIS 101, BIS 102, BIS 104"
MCB,Molecular & Cellular Biology (MCB),MCB 148,Undergraduate Seminar in Cell Biology,"Student reports on current topics in cell biology with emphasis on integration of concepts, synthesis, and state-of-the-art research approaches. Reviews of literature and reports of undergraduate research may be included.",2 units,Upper division standing in the biological sciences or a related discipline.
MCB,Molecular & Cellular Biology (MCB),MCB 150,Developmental Biology,"Analysis of the mechanistic basis for animal development with a focus on experimental evidence and the relevant fundamental experimental strategies. Fertilization and early development, morphogenesis and patterning, cell differentiation, regulation of cell proliferation and tissue growth.",4 units,BIS 101
MCB,Molecular & Cellular Biology (MCB),MCB 158,Undergraduate Seminar in Developmental Biology,"Student reports on current topics in cell biology with emphasis on integration of concepts, synthesis, and state-of-the-art research approaches. Reviews of literature and reports of undergraduate research may be included.",2 units,Upper division standing in the biological sciences or a related discipline.
MCB,Molecular & Cellular Biology (MCB),MCB 160,Genetics Laboratory Associated Lecture,"Lecture instruction in the theoretical basis of laboratory techniques in transmission and molecular genetics, discussion of lab results and experiment interpretation.",3 units,BIS 101
MCB,Molecular & Cellular Biology (MCB),MCB 160L,Principles of Genetics Laboratory,"Laboratory work in basic and molecular genetics including gene mapping, isolation and characterization of mutants in eukaryotic model systems, reverse genetics, gel electrophoresis, recombinant DNA techniques, and PCR.",5 units,BIS 101
MCB,Molecular & Cellular Biology (MCB),MCB 162,Human Genetics & Genomics,"Human genome and genetic variation in human populations, molecular and genomic approaches in the practice of human genetics, epigenetic gene regulation, personal genetics and genomic medicine.",3 units,BIS 101
MCB,Molecular & Cellular Biology (MCB),MCB 163,Developmental Genetics,Current aspects of developmental genetics. Historical background and current genetic approaches to the study of development of higher animals.,3 units,MCB 121
MCB,Molecular & Cellular Biology (MCB),MCB 164,Advanced Eukaryotic Genetics,"Principles and logic of modern genetic analysis to understand mechanisms governing Mendelian and epigenetic inheritance, with a focus on model organisms. Molecular basis of human genetic diseases and cancers explored through reading primary literature.",3 units,MCB 121
MCB,Molecular & Cellular Biology (MCB),MCB 178,Undergraduate Seminar in Molecular Genetics,Discussion of current topics in molecular genetics to show advanced applications of basic principles and to highlight professional career opportunities.,1 unit,"BIS 101, MCB 121, MCB 121"
MCB,Molecular & Cellular Biology (MCB),MCB 182,Principles of Genomics,"Fundamentals of genomics, including structural genomics, functional genomics, proteomics, and bioinformatics,  focusing on the impact of these disciplines on research in the biological sciences. Social impacts of genomic research.",3 units,BIS 101
MCB,Molecular & Cellular Biology (MCB),MCB 185,Computer Programming for Biologists,Introduction to computer programming specifically for biology majors. Programming projects have molecular biology and bioinformatic themes.,3 units,BIS 101
MCB,Molecular & Cellular Biology (MCB),MCB 190C,Undergraduate Research Conference,Presentation and discussion of current research by faculty and students.,1 unit,"MCB 193, MCB 199, MCB 193, MCB 199"
MCB,Molecular & Cellular Biology (MCB),MCB 191,Introduction to Research,"Various topics in molecular and cellular biology including biochemistry, genetics, and cell biology will be discussed, along with ways undergraduates can participate in research projects of faculty members.",1 unit,BIS 102
MCB,Molecular & Cellular Biology (MCB),MCB 192,Internship,"Technical and/or practical experience on and off campus, supervised by a member of the Section of Molecular and Cellular Biology faculty.",1-12 units,Consent of instructor; completion of 84 units.
MCB,Molecular & Cellular Biology (MCB),MCB 193,Advanced Research,Research project carried out under the supervision of a faculty sponsor. Discussion and analysis of results and proposed experiments on a weekly basis with faculty sponsor. May include presentation of a seminar to a research group.,3 units,Consent of instructor; upper division standing; completion of an upper division Molecular  Cellular Biology (MCB) laboratory course.
MCB,Molecular & Cellular Biology (MCB),MCB 194,Thesis Research,"Continuation of an intensive, individual laboratory research project in biochemistry, genetics, or cell biology culminating with the presentation of the work in a written thesis and in a seminar.",3 units,"MCB 193, MCB 199"
MCB,Molecular & Cellular Biology (MCB),MCB 194H,Research Honors,"Honors project. Continuation of an intensive, individual laboratory research project in biochemistry, genetics, or cell biology culminating with the presentation of the work in a written thesis and in a seminar.",3 units,"MCB 193, MCB 199"
MCB,Molecular & Cellular Biology (MCB),MCB 197T,Tutoring in Molecular & Cellular Biology,"Assisting the instructor in one of the section's regular courses by tutoring individual or small groups of students in a laboratory, in voluntary discussion groups, or other voluntary course activities.",1-5 units,"Consent of instructor; upper division standing, completion of course to be tutored."
MCB,Molecular & Cellular Biology (MCB),MCB 198,Directed Group Study,Directed group study. May be taught abroad.,1-5 units,Consent of instructor.
MCB,Molecular & Cellular Biology (MCB),MCB 199,Special Study for Advanced Undergraduates,Special study for advanced undergraduates.,1-5 units,Consent of instructor.
MCB,Molecular & Cellular Biology (MCB),MCB 248,Seminar in Cell Biology,"Discussion of recent literature on the physical and chemical aspects of organization and function of living systems, topics of current interest in ultrastructure and function of cells. Organizational and functional properties of the molecular and cellular levels of biological systems.",2 units,Consent of instructor.
MCB,Molecular & Cellular Biology (MCB),MCB 258,Seminar in Development,"Reports and discussion on embryology, morphogenesis, and developmental mechanisms.",2 units,Consent of instructor.
MCB,Molecular & Cellular Biology (MCB),MCB 259,Literature in Developmental Biology,Critical presentation and analysis of recent journal articles in developmental biology.,1 unit,Consent of instructor.
MCB,Molecular & Cellular Biology (MCB),MCB 282,Biotechnology Internship,Research at a biotechnology company or interdisciplinary cross-college lab for a minimum of 3 months as part of the Designated Emphasis in Biotechnology Program.,7-12 units,Consent of instructor; graduate standing.
MCB,Molecular & Cellular Biology (MCB),MCB 290C,Research Conference,"Presentations and critical discussions of faculty and graduate student research in molecular and cellular biology including biochemistry, genetics, and cell biology.",1 unit,Consent of instructor; graduate standing.
MCB,Molecular & Cellular Biology (MCB),MCB 291,Current Progress in Molecular & Cellular Biology,Seminars presented by guest lecturers on subject of their own research activities.,1 unit,Graduate standing or consent of instructor.
MCB,Molecular & Cellular Biology (MCB),MCB 295,Literature in Molecular & Cellular Biology,Critical reading and evaluation of current literature in molecular and cellular biology disciplines. Papers presented and discussed in detail.,1 unit,Consent of instructor; graduate standing.
MCB,Molecular & Cellular Biology (MCB),MCB 298,Group Study,Group study.,1-5 units,Consent of instructor.
MCB,Molecular & Cellular Biology (MCB),MCB 299,Research,Research.,1-12 units,None
MCB,Molecular & Cellular Biology (MCB),MCB 390,Methods of Teaching,"Practical experience in the methods and problems of teaching biochemistry/genetics/cell biology. Includes analysis of texts and supporting material, discussion of teaching techniques, preparing for and conducting discussion and laboratory sections, formulating examinations under supervision of instructor. Participating in the teaching program required for Ph.D.",1 unit,Consent of instructor; graduate standing.
VMB,Molecular Biosciences (VMB),VMB 092,Internship,Work experience off and on campus in all subject areas offered in the Department of Molecular Biosciences. Internships supervised by a member of the faculty.,1-12 units,Consent of instructor; lower division standing.
VMB,Molecular Biosciences (VMB),VMB 101V,Principles of Pharmacology & Toxicology,"Online course provides training in core concepts of pharmacological and toxicological sciences and prepares to develop higher-order problem solving and critical thinking skills. Designed for advanced undergraduate students with interests in pursuing graduate degrees in pharmacology, toxicology, physiological sciences, and for students with an interest in pursuing D.V.M., M.D., Pharmacy, Dentistry and Nursing professional degrees. Students who pursue careers in environmental sciences, public health management, and epidemiology may also benefit from the subject matter presented in this course.",3 units,"NPB 101, BIS 104"
VMB,Molecular Biosciences (VMB),VMB 101Y,Principles of Pharmacology & Toxicology,Hybrid course provides training in core concepts of pharmacological and toxicological sciences. Develop higher-order problem solving and critical thinking skills.,3 units,"Upper division standing in a science major; chemistry through organic chemistry and general biology, or consent from instructor; good standing with university; computing capability using MS Word®, Excel®, PowerPoint®, menu driven software programs, SmartSite; computer, or ready access to a computer, with broadband Internet access."
VMB,Molecular Biosciences (VMB),VMB 192,Internship,Work experience off and on campus in all subject areas offered by the Department of Molecular Biosciences. Internships supervised by a member of the faculty.,1-12 units,Consent of instructor; completion of 84 units.
VMB,Molecular Biosciences (VMB),VMB 199,Special Study for Advanced Undergraduates,Special study for advanced undergraduates.,1-5 units,None
VMB,Molecular Biosciences (VMB),VMB 220,Oxidative Stress & Free Radical Signaling,"This version has ended; see updated course, below.Course Description: Nature of nitrogen and oxygen radicals, their role in health, disease, medicine, toxicology, pharmacology, and related disciplines. Free radicals, antioxidants, and biological pathways. Clinical cases of increased oxidative stress.",2 units,"Advanced undergraduates, graduates, and professional students with a solid background in biochemistry and physiology."
VMB,Molecular Biosciences (VMB),VMB 234,Current Topics in Neurotoxicology,"General principles of neurotoxicology, the cell and molecular mechanisms and health impacts of specific neurotoxicants and the contribution of neurotoxic compounds to complex neurodevelopmental disorders and neurodegenerative diseases.",3 units,"Core courses in one of the following graduate programs: Pharmacology  Toxicology (PTX), Agricultural  Environmental Chemistry (AGC), Biochemistry  Molecular Biology (BMB), Cell  Developmental Biology (CDB), Immunology (IMM), Molecular Cellular  Integrative Physiology (MCP) or Neuroscience (NSC)."
VMB,Molecular Biosciences (VMB),VMB 253,Metabolism of Toxicants & Drugs,"Significance/chemical pathways of toxicants and drug metabolism, enzymology and molecular aspects of P450 and flavin monooxygenases, hydrolases and phase 2 transferases and experimental approaches for metabolism studies.",2 units,"PTX 201, PTX 202, PTX 203"
VMB,Molecular Biosciences (VMB),VMB 254,Toxicology of the Respiratory System,"Survey of structure and function of the respiratory system, the pathophysiology of major lung diseases, the interactions of toxicants with the lung and response of this organ to injury.",3 units,"PTX 201, PTX 202, PTX 203"
VMB,Molecular Biosciences (VMB),VMB 255,Pharmacokinetics & Biopharmaceuticals,"In-depth study of pharmacokinetics, including the fundamentals of pharmacokinetics, how to design a pharmacokinetic study and how to use both compartmental and non-compartmental analysis to interpret the data.",2 units,None
VMB,Molecular Biosciences (VMB),VMB 290,Seminar,"Topics in nutrition, pharmacology/toxicology, and biochemistry.",1 unit,Consent of instructor; graduate standing.
VMB,Molecular Biosciences (VMB),VMB 297T,Tutoring in Graduate Molecular Biosciences,"Assist in preparation and teaching of courses in Nutrition, Pharmacology and Toxicology, or other courses offered by the department under direct supervision of the instructor. Designed for graduate or professional students who desire teaching experience in graduate courses.",1-5 units,Consent of instructor; graduate or professional student standing.
VMB,Molecular Biosciences (VMB),VMB 298,Group Study,Description:,1-5 units,None
VMB,Molecular Biosciences (VMB),VMB 299,Research,Research.,1-12 units,None
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 200L,Animal Cell Culture Laboratory,"Techniques of cell culture, with emphases on cell physiology and the actions of drugs and toxicants on cultured somatic cells. Design, performance and interpretation of experiments with animal cells in vitro.",4 units,"Courses in undergraduate Biochemistry, Cell Biology, or General Physiology, or consent of instructor."
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 210A,Advanced Physiology,"Advanced course on fundamental principles of cell physiology, transport physiology, signal transduction, physiology of excitable cells, and muscle physiology.",5 units,Physiology Ph.D. program or consent of instructor.
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 210B,Advanced Physiology,"Advanced course in general principles of physiology, surveying homeostasis, cellular and selected topis, and neurophysiology.",6 units,"Physiology Ph.D. program, or consent of instructor."
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 210C,Advanced Physiology,"Graduate level instruction in the general principles of physiology and the neural and humoral control of the cardiovascular, renal, respiratory, gastrointestinal, sensory, musculoskeletal, and reproductive systems.",5 units,"Doctoral student in the Molecular, Cellular,  Integrative Physiology graduate group, or consent of instructor."
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 210L,Physiology Laboratory Rotations,One mandatory rotation and up-to two voluntary rotations. Students learn techniques and perform experiments related to particular research problems. At the end of the rotations students give a short talk and hand in a research paper.,5 units,None
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 215,Electrophysiology Techniques & Applications,Broad scope of topics in electrophysiology techniques and applications.,3 units,None
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 216,Neurophysiology Literature,Lectures covering experimental and theoretical methods in studying cell membrane ion channels and the resulting characterization of the physiological functions and structure/function relationships of some of the most important channel types. Discussion of classical and current original papers.,3 units,None
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 219,Muscle Growth & Development,"Integration of growth and development of skeletal muscle; morphology, biochemistry, neural control mechanisms, circulatory and nutritional factors. Prenatal and neonatal differentiation of fiber types. Experimental and hereditary myopathies.",3 units,"BIS 103, BIS 104, MCB 150"
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 220,General & Comparative Physiology of Reproduction,"Basic phenomena of sexual and asexual reproduction and comparisons of processes in a wide variety of animals; gamete formation, structure, and metabolism; fertilization; neuroendocrine mechanisms in maturation and reproductive cycles; behavioral aspects.",3 units,"BIS 101, BIS 103"
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 222,Mammalian Gametogenesis & Fertilization,"Emphasizes our current understanding of events in mammalian gametogenesis and the fertilization process. Published results, conclusions drawn from these results, and their contribution to our understanding are discussed.",3 units,NPB 121
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 230,Advanced Endocrinology,Focus on timely topic of endrocrine research. Critical review of current literature and discussion of future research strategies in the area.,2 units,NPB 130
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 231,Neuroendocrinology,"Neural-endocrine interactions; neural regulation of the endocrine system, especially in relation to reproduction; the role of hormones and growth factors in sexual differentiation of the brain.",3 units,NPB 130
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 234,Current Topics in Neurotoxicology,"General principles of neurotoxicology, the cell and molecular mechanisms and health impacts of specific neurotoxicants and the contribution of neurotoxic compounds to complex neurodevelopmental disorders and neurodegenerative diseases.",3 units,"Core courses in one of the following graduate programs: Pharmacology  Toxicology (PTX), Agricultural  Environmental Chemistry (AGC), Biochemistry  Molecular Biology (BMB), Cell  Developmental Biology (CDB), Immunology (IMM), Molecular Cellular  Integrative Physiology (MCP) or Neuroscience (NSC)."
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 242,Biological Rhythms,"General aspects and basic mechanisms of biological rhythms; the importance of rhythm desynchronization in areas of pharmacology and space medicine; telemetry; mathematical methods; chronometry; daily, reproductive, and annual periods; shift-work, jet lag and sleep disorders.",3 units,NPB 110 or the equivalent.
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 255,Physiology of the Stress Response,Definition of Stress; Physiological mechanisms of adaptation to stress; Hormonal control of the systemic stress response; Mechanisms of the cellular stress response; Discussion of current trends in stress physiology and current methods for studying the stress response.,2 units,Graduate Student Status.
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 261A,Topics in Vision: Eyes & Retinal Mechanisms,"Structure and function of the visual system, with emphasis on the eye and retina, including optics, anatomy, transduction, retinal synapses, adaptation, and parallel processing.",2 units,NPB 100
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 261B,"Topics in Vision: Systems, Psychophysics, Computational Models","Functions of the central visual pathways and their underlying mechanisms. Recent research on aspects of anatomy, biochemistry, electrophysiology, psychophysics, development, and genetics of the visual system.",2 units,MCP 261A
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 261C,Topics in Vision: Clinical Vision Science,"Causes and mechanistic bases of major blinding diseases. Recent research on aspects of anatomy, biochemistry, electrophysiology, psychophysics, development, and genetics of the visual system related to disease.",2 units,"MCP 261A, MCP 261B"
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 275,Neurohumoral Regulatory Mechanisms of Thermogenesis,"Designed for graduate and advanced undergraduate students, examines thermogenic systems in homeotherms (primarily mammals) with respect to regulation (hormonal and central nervous control) and effector mechanisms (basis of heat generation at the target cell).",3 units,"BIS 104, BIS 102"
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 290,Seminar,Discussion and critical evaluation of advanced topics and current trends in research.,1 unit,None
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 290C,Research Conference in Physiology,Presentation and discussion of faculty and graduate student research in physiology.,1 unit,Consent of instructor. Graduate standing.
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 291B,Seminar in Cellular Mechanisms of Adaptation,Review and evaluation of current literature and research in cellular adaptations to the environment.,1 unit,BIS 103
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 291D,Research Approaches in Physiology,Current research in physiology. Overall design of experiments and particular research areas.,2 units,None
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 293,Current Progress in Physiology,Seminars presented by guest lecturers describing their current research activities.,1 unit,Consent of instructor; graduate standing.
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 298,Group Study,Group study.,1-5 units,None
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 299,Research,Research.,1-12 units,None
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 300A,Pedagogical Aspects of Physiology in Higher Education,"Participation as a teaching assistant for one quarter in a designated physiology course. Instruction in methods of leading discussion groups, leading laboratory sections, writing and grading quizzes, operation and use of laboratory equipment, and reading and grading laboratory reports. Meets teaching requirements for Ph.D. program in Physiology.",3 units,Meet qualifications for teaching assistant in physiology.
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 300B,Pedagogical Aspects of Physiology in Higher Education,"Participation as a teaching assistant for one quarter in a designated physiology course. Instruction in methods of leading discussion groups, leading laboratory sections, writing and grading quizzes, operation and use of laboratory equipment, and reading and grading laboratory reports. Meets teaching requirements for Ph.D. program in Physiology.",3 units,Meet qualifications for teaching assistant in physiology.
MCP,"Molecular, Cellular, & Integrative Physiology (MCP)",MCP 390,The Teaching of Physiology,"Practical experience in methods and problems of teaching physiology lecture courses. May include analyses of texts and supporting material, discussion of teaching techniques, preparing for and conducting discussion sessions, and formulation of topics and questions for examinations under supervision of instructor.",1 unit,Consent of instructor; Teaching Assistant assignment to a physiology lecture course.
MUS,Music (MUS),MUS 002A,"Keyboard Competence, Part 1","This version has ended; see updated course, below.Course Description: Training to meet the minimum piano requirements for the major in music. Scales and simple harmonic progressions in twelve keys, both major and minor.",2 units,"MUS 006A, MUS 016A, MUS 006A, MUS 016A"
MUS,Music (MUS),MUS 002B,"Keyboard Competence, Part 2","This version has ended; see updated course, below.Course Description: Training to meet the minimum piano requirements for the major in music. Harmonic progressions, modulations and score reading at the piano.",2 units,"MUS 002A, MUS 006B, MUS 016B, MUS 006B, MUS 016B, MUS 002A"
MUS,Music (MUS),MUS 002C,"Keyboard Competence, Part 3","This version has ended; see updated course, below.Course Description: Training to meet the minimum piano requirements for the major in music. Harmonic progressions, figured bass realization, sight reading and keyboard repertory.",2 units,"MUS 002B, MUS 006C, MUS 016C, MUS 006C, MUS 016C, MUS 002B"
MUS,Music (MUS),MUS 003A,"Introduction to Music Theory, Part 1","Fundamentals of music theory, ear-training, harmony, counterpoint, and analysis directed toward the development of listening and writing techniques. Intended for the general student.",4 units,None
MUS,Music (MUS),MUS 003B,"Introduction to Music Theory, Part 2",Continuation of MUS 003A. Development of melodic and harmonic writing skills. Basic analysis training. Intended for the general student.,4 units,MUS 003A
MUS,Music (MUS),MUS 006A,"Elementary Theory, Part 1","This version has ended; see updated course, below.Course Description: Development of music writing and listening skills through the study of music fundamentals, species counterpoint, harmony, analysis of repertory. Intended primarily for music majors.",3 units,"MUS 002A, MUS 016A"
MUS,Music (MUS),MUS 006B,"Elementary Theory, Part 2","This version has ended; see updated course, below.Course Description: Continuation of MUS 006A.",3 units,"MUS 002B, MUS 016B, MUS 006A"
MUS,Music (MUS),MUS 006C,"Elementary Theory, Part 3",Continuation of MUS 006A & MUS 006B.,3 units,"MUS 002C, MUS 016C, MUS 002C, MUS 016C, MUS 006B"
MUS,Music (MUS),MUS 007A,"Intermediate Theory, Part 1","This version has ended; see updated course, below.Course Description: Homophonic music of the Classical era with a focus on analysis of music by Haydn, Mozart, and Beethoven. Composition of pieces in the homophonic forms such as minuet and trio, theme and variations, rondo and sonata. Intended for music majors.",3 units,"MUS 006C, MUS 017A"
MUS,Music (MUS),MUS 007B,"Intermediate Theory, Part 2","Harmony and voice of the 19th century leading through the music of the Romantic era. Focus on analysis of music by Chopin, Schumann, Brahms, Wagner, and Wolf. Composition of character pieces and songs. Intended for Music majors.",3 units,"MUS 007A, MUS 017B"
MUS,Music (MUS),MUS 007C,"Intermediate Theory, Part 3","Music of the first thirty years of the 20th century and various analytical tools pertaining to it. Works of Debussy, Stravinsky, Schoenberg, Berg, and others. Composition of small pieces for solo instruments, voice and piano. Intended for music majors.",3 units,"MUS 007B, MUS 017C"
MUS,Music (MUS),MUS 010,Introduction to Musical Literature,"Introduction to composers and major styles of Western music. Lectures, listening sections, and selected readings. For non-majors.",4 units,None
MUS,Music (MUS),MUS 011,Musics of the World,"Survey of selected art, folk, and popular music cultures from different parts of the world. Emphasis on understanding relationship of musical style, aesthetic principles, and performance practice to wider cultural contexts.",4 units,None
MUS,Music (MUS),MUS 016A,"Elementary Musicianship, Part 1","This version has ended; see updated course, below.Course Description: Melodic, rhythmic, and harmonic materials of Western music. Includes sight singing, explanations, drills, melodic/rhythmic/harmonic dictations, and listening analysis.",2 units,"MUS 002A, MUS 006A, MUS 002A, MUS 006A"
MUS,Music (MUS),MUS 016B,"Elementary Musicianship, Part 2","This version has ended; see updated course, below.Course Description: Melodic, rhythmic, and harmonic materials of Western music. Includes sight singing, explanations, drills, melodic/rhythmic/harmonic dictations, and listening analysis.",2 units,"MUS 016A, MUS 002B, MUS 006B, MUS 002B, MUS 006B, MUS 016A"
MUS,Music (MUS),MUS 016C,"Elementary Musicianship, Part 3","Melodic, rhythmic, and harmonic materials of Western music. Includes sight singing, explanations, drills, melodic/rhythmic/harmonic dictations, and listening analysis.",2 units,"MUS 016B, MUS 002C, MUS 006C, MUS 002C, MUS 006C, MUS 016B"
MUS,Music (MUS),MUS 017A,"Intermediate Musicianship, Part 1","This version has ended; see updated course, below.Course Description: Melodic, rhythmic, and harmonic materials of Western music. Includes sight singing, explanations, drills, melodic/rhythmic/harmonic dictations, and listening analysis.",2 units,"MUS 016C, MUS 007A"
MUS,Music (MUS),MUS 017B,"Intermediate Musicianship, Part 2","Melodic, rhythmic, and harmonic materials of Western music. Includes sight singing, explanations, drills, melodic/rhythmic/harmonic dictations, and listening analysis.",2 units,"MUS 017A, MUS 007B, MUS 007B, MUS 017A"
MUS,Music (MUS),MUS 017C,"Intermediate Musicianship, Part 3","The melodic, rhythmic, and harmonic materials of Western music. Includes sight singing, explanations, drills, melodic/rhythmic/harmonic dictations, and listening analysis.",2 units,"MUS 017B, MUS 017B, MUS 007C"
MUS,Music (MUS),MUS 024A,History of Western Music: Baroque & Classic Eras,"History of western music in the baroque and classic eras, roughly 1600-1800. Intended primarily for majors in music.",4 units,MUS 006A
MUS,Music (MUS),MUS 024B,History of Western Music: Romantic Era,"History of music from the romantic period, roughly 1800-1900. Intended primarily for music majors.",4 units,MUS 024A
